"category","Chapter","hanzi","pinyin","mandarin_意义","英文意义","词性","搭配","色彩","example_sentence","example_sentence_en","usage_note","common_errors","related_words"
"vocab","October 2025/生词","气派","qìpài","impressive；stylish；magnificent；imposing manner","impressive；stylish；magnificent；imposing manner；dignified air","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","November 2025/生词","气馁","qìněi","become dejected；be discouraged","become dejected；be discouraged","名","但从不气馁","中性","他多次遇到挫折, 但从不气馁。","Tā duōcì yùdào cuòzhé, dàn cóng bù qìněi.","一词多义，结合上下文判断具体义项。","",""
"vocab","December 2025/生词","氢弹","qīngdàn","H-bomb；hydrogen bomb","H-bomb；hydrogen bomb","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","January 2026","氧气","yǎngqì","氧气","oxygen","名","","中性","","","","",""
"vocab","October 2025/生词","水槽","shuǐcáo","sink","sink","名","","中性","","","","",""
"vocab","October 2025/生词；December 2025/生词","永恒","yǒnghéng","eternal；友谊；everlasting；fig. to pass into eternity (i.e. to die)；eternal；友谊；everlasting；fig. to pass into eternity (i.e. to die)","eternal；perpetual 永恒的友谊 yǒnghéng de yǒuyì eternal friendship 永恒的真理 yǒnghéng de zhēnlǐ eternal truth；everlasting；fig. to pass into eternity (i.e. to die)；eternal；perpetual 永恒的友谊 yǒnghéng de yǒuyì eternal friendship 永恒的真理 yǒnghéng de zhēnlǐ eternal truth；everlasting；fig. to pass into eternity (i.e. to die)","名","永恒的友谊；永恒的真理；永恒的友谊；永恒的真理","褒义","","","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","池子","chízi","pond；common bathing pool (in a bathhouse)；dance floor (in a ballroom)；stalls (in a theater)；orchestra pit","pond；common bathing pool (in a bathhouse)；dance floor (in a ballroom)；stalls (in a theater)；orchestra pit","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","污渍","wūzì","stain","stain","名","","中性","","","","",""
"vocab","October 2025/生词","汹涌","xiōngyǒng","surging；turbulent；tempestuous；raging 汹涌翻腾 xiōngyǒng fān·téng swing 汹涌湍急 xiōngyǒng tuānjí tumultuous 汹涌的洪水 xiōngyǒng de hóngshuǐ surging floodwaters 波涛汹涌 bōtāoxiōngyǒng turbulent waves","surging；turbulent；tempestuous；raging 汹涌翻腾 xiōngyǒng fān·téng swing 汹涌湍急 xiōngyǒng tuānjí tumultuous 汹涌的洪水 xiōngyǒng de hóngshuǐ surging floodwaters 波涛汹涌 bōtāoxiōngyǒng turbulent waves","名","汹涌翻腾；汹涌湍急；汹涌的洪水；波涛汹涌","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","沉浸","chénjìn","soak；permeate；immerse","to soak；to permeate；to immerse","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"vocab","December 2025/生词","沉痛","chéntòng","with a deep feeling of grief (or remorse)；heavy at heart；deeply felt；bitter 接受沉痛的教训 jiēshòu chéntòng de jiàoxun learn a lesson from a bitter experience；grief；remorse","with a deep feeling of grief (or remorse)；heavy at heart；deeply felt；bitter 接受沉痛的教训 jiēshòu chéntòng de jiàoxun learn a lesson from a bitter experience；grief；remorse；deep in sorrow；bitter (anguish)；profound (condolences)","名","表示沉痛的哀悼；怀着沉痛的心情；接受沉痛的教训","中性","表示沉痛的哀悼 biǎoshì chéntòng de āidào express profound condolences 怀着沉痛的心情 huáizhe chéntòng de xīnqíng be deeply grieved 他对自己的错误感到十分沉痛。","Tā duì zìjǐ de cuòwù gǎndào shífēn chéntòng.","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","沉闷","chénmèn","oppressive (of weather)；heavy；depressed；not happy","oppressive (of weather)；heavy；depressed；not happy；(of sound) dull；muffled","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","December 2025/生词","沙场","shāchǎng","P.W. battlefield；sandpit；battleground；battlefield","P.W. battlefield；sandpit；battleground；battlefield","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","沟通","gōutōng","join；to connect；to link up；communicate","to join；to connect；to link up；to communicate","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"vocab","December 2025/生词","没趣","méiqù","uninteresting；insipid；feel put out；feel snubbed N. rebuke；rebuff；embarrassing；dull","uninteresting；insipid；feel put out；feel snubbed N. rebuke；rebuff；embarrassing；dull；unsatisfactory","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","没顶","mòdǐng","rise above one's head 没顶之灾 mòdǐng zhī zāi calamity","rise above one's head 没顶之灾 mòdǐng zhī zāi calamity","名","没顶之灾；水深没顶","中性","没顶之灾 mòdǐng zhī zāi calamity; overwhelming disaster 水深没顶。","Shuǐshēn mòdǐng.","","",""
"vocab","November 2025/生词","沸腾","fèiténg","(of a liquid) to boil；(of sentiments etc) to boil over；to flare up；to be impassioned","(of a liquid) to boil；(of sentiments etc) to boil over；to flare up；to be impassioned","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","December 2025/生词","油炸","yóuzhá","V. deep fry","V. deep fry","名","","中性","","","","",""
"vocab","October 2025/生词","治愈","zhìyù","cure；to restore to health；uplifting；heartwarming","to cure；to restore to health；uplifting；heartwarming","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"vocab","November 2025/生词","沾","zhān","moisten；wet；soak 泪沾襟 lèi zhān jīn tears wet the front of one’s jacket—weep profusely；stained with 沾水 zhānshuǐ get wet 沾上了泥 zhān shàng le ní stained with mud 双手沾满人民鲜血的刽子手 shuāngshǒu zhān mǎn rénmín xiānxuè de guìzishǒu a butcher stained with the blood of the people；touch；get some benefit out of association with sb. or sth.；benefit from 沾点儿便宜 zhān diǎnr piányi get a bargain","moisten；wet；soak 泪沾襟 lèi zhān jīn tears wet the front of one’s jacket—weep profusely；stained with 沾水 zhānshuǐ get wet 沾上了泥 zhān shàng le ní stained with mud 双手沾满人民鲜血的刽子手 shuāngshǒu zhān mǎn rénmín xiānxuè de guìzishǒu a butcher stained with the blood of the people；touch；get some benefit out of association with sb. or sth.；benefit from 沾点儿便宜 zhān diǎnr piányi get a bargain；dialect all right；OK 不沾 bù zhān won’t do；not be good","名","泪沾襟；沾水；沾上了泥；烟酒不沾","褒义","泪沾襟 lèi zhān jīn tears wet the front of one’s jacket—weep profusely 2 stained with 沾水 zhānshuǐ get wet 沾上了泥 zhān shàng le ní stained with mud 双手沾满人民鲜血的刽子手 shuāngshǒu zhān mǎn rénmín xiānxuè de guìzishǒu a butcher stained with the blood of the people  verb 1 touch 烟酒不沾 yān jiǔ bù zhān touch neither tobacco nor alcohol; neither smoke nor drink 一沾枕头就着 Yī zhān zhěntou jiùzhe fall asleep as soon as one’s head hits the pillow 他跑得真快, 脚不沾地似的。","Yī zhān zhěntou jiùzhe fall asleep as soon as one’s head hits the pillow 他跑得真快, 脚不沾地似的。 Tā pǎo de zhēn kuài, jiǎo bù zhān de shìde.","一词多义，结合上下文判断具体义项。","",""
"vocab","September 2025/生词","沿","yán","follow (a tradition, pattern, etc.) 世代相沿 shìdài xiāng yán be handed down from generation to generation；trim (with tape, ribbon, etc.) 沿鞋口 yán xié kǒu trim the top of a shoe preposition along 沿门叫卖 yán mén jiàomài hawk from door to door 沿着海岸航行 Yánzhe hǎi'àn hángxíng sail along the coast 沿着公路一直走 yánzhe gōnglù yīzhí zǒu go straight ahead along the highway；along；to follow (a line, tradition etc)","follow (a tradition, pattern, etc.) 世代相沿 shìdài xiāng yán be handed down from generation to generation；trim (with tape, ribbon, etc.) 沿鞋口 yán xié kǒu trim the top of a shoe preposition along 沿门叫卖 yán mén jiàomài hawk from door to door 沿着海岸航行 Yánzhe hǎi'àn hángxíng sail along the coast 沿着公路一直走 yánzhe gōnglù yīzhí zǒu go straight ahead along the highway；along；to follow (a line, tradition etc)；to carry on；to trim (a border with braid, tape etc)；border；edge","名","缸沿儿；沟沿儿；河沿儿；世代相沿","中性","","Gōuyánr the edge of a ditch 河沿儿 héyánr riverside  verb 1 follow (a tradition, pattern, etc.","一词多义，结合上下文判断具体义项。","",""
"vocab","November 2025/生词","泄气","xièqì","lose heart；feel discouraged；frustrating；to leak (gas)","lose heart；feel discouraged；frustrating；to leak (gas)；to be discouraged；to despair；(disparaging) pathetic；to vent one's anger；(of a tire) to be flat","名","困难面前不泄气；真泄气","中性","困难面前不泄气 kùnnan miànqián bù xièqì keep one’s end up in the face of difficulties 我不该说那些泄气话。","Wǒ bù gāi shuō nàxiē xièqìhuà.","一词多义，结合上下文判断具体义项。","",""
"vocab","January 2026","泉","quán","spring (small stream)；mouth of a spring；coin (archaic)","spring (small stream)；mouth of a spring；coin (archaic)","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","October 2025/生词","泛红","fànhóng","blush；redden；flushed","to blush；to redden；flushed","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"vocab","October 2025/生词","泡芙","pàofú","cream puff (loanword)；profiterole","cream puff (loanword)；profiterole","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"vocab","January 2026","泥土","nítǔ","earth；soil；clay 泥土场地 nítǔ chǎngdì (of tennis) clay court","earth；soil；clay 泥土场地 nítǔ chǎngdì (of tennis) clay court","名","泥土场地","中性","春天的原野散发着泥土的芳香。","Chūntiān de yuányě sànfā zhe nítǔ de fāngxiāng.","一词多义，结合上下文判断具体义项。","",""
"vocab","December 2025/生词","注","zhù","动词，用文字解释或注释。","(bound form) to pour into；to flow into；to inject；(bound form) to focus (one's spirit, gaze etc) on a single point；to concentrate；(bound form) stake (in gambling)；classifier for stakes, sums of money, transactions or beams of light","名","注","中性","","","动词，用文字解释或注释。","",""
