"Chapter","hanzi","pinyin","mandarin_意义","英文意义","词性","搭配","色彩","example_sentence","example_sentence_en","usage_note","common_errors","related_words"
"September 2025/生词；November 2025/生词；PKU Sem1 文学课/生词","寻觅","xúnmì","look for；look for；look for","to look for；to look for；to look for","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"September 2025/生词；November 2025/生词；PKU Sem1 文学课/生词","遗嘱","yízhǔ","testament；will；testament；will；testament；will","testament；will；testament；will；testament；will","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"September 2025/生词；October 2025/生词；November 2025/生词；PKU Sem1 文学课/生词","拽","zhuāi","throw；fling；throw；fling；pull；tug at (sth)；throw；fling；drag；pull；Taiwan pr","to throw；to fling；to throw；to fling；to pull；to tug at (sth)；to throw；to fling；to drag；to pull；Taiwan pr","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"September 2025/生词；October 2025/生词；November 2025/生词；PKU Sem1 文学课/生词","难堪","nánkān","hard to take；embarrassed；hard to take；embarrassed；hard to take；embarrassed；hard to take；embarrassed","hard to take；embarrassed；hard to take；embarrassed；hard to take；embarrassed；hard to take；embarrassed","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"September 2025/生词；October 2025/生词；PKU Sem1 文学课/生词","寂寞","jìmò","lonely；lonesome；(of a place) quiet；silent；lonely；lonesome；(of a place) quiet；silent；lonely；lonesome；(of a place) quiet；silent","lonely；lonesome；(of a place) quiet；silent；lonely；lonesome；(of a place) quiet；silent；lonely；lonesome；(of a place) quiet；silent","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"September 2025/生词；October 2025/生词；PKU Sem1 文学课/生词","扒","bā","peel；skin；tear；pull down；peel；skin；tear；pull down；peel；skin；tear；pull down","to peel；to skin；to tear；to pull down；to cling to (sth on which one is climbing)；to dig；to peel；to skin；to tear；to pull down；to cling to (sth on which one is climbing)；to dig；to peel；to skin；to tear；to pull down；to cling to (sth on which one is climbing)；to dig","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"September 2025/生词；October 2025/生词；PKU Sem1 文学课/生词","抹","mǒ","put on；apply；smear；plaster nǐ mǒ jiànghu, wǒ lái tiē bùgào；wipe 抹眼泪 Mǒ yǎnlèi wipe one’s eyes；weep 用手把嘴一抹 yòng shǒu bǎ zuǐ yī mǒ wipe one’s mouth with the back of one’s hand；cross (or strike, blot) out；erase measure word beam；ray；dash；stroke 一抹浮云 Yī mǒ fúyún a floating cloud 一抹夕阳 yī mǒ xīyáng a ray of setting sun 一抹月光 yī mǒ yuèguāng a beam of moonlight；put on；apply；smear；plaster nǐ mǒ jiànghu, wǒ lái tiē bùgào；wipe 抹眼泪 Mǒ yǎnlèi wipe one’s eyes；weep 用手把嘴一抹 yòng shǒu bǎ zuǐ yī mǒ wipe one’s mouth with the back of one’s hand；cross (or strike, blot) out；erase measure word beam；ray；dash；stroke 一抹浮云 Yī mǒ fúyún a floating cloud 一抹夕阳 yī mǒ xīyáng a ray of setting sun 一抹月光 yī mǒ yuèguāng a beam of moonlight；put on；apply；smear；plaster nǐ mǒ jiànghu, wǒ lái tiē bùgào；wipe 抹眼泪 Mǒ yǎnlèi wipe one’s eyes；weep 用手把嘴一抹 yòng shǒu bǎ zuǐ yī mǒ wipe one’s mouth with the back of one’s hand；cross (or strike, blot) out；erase measure word beam；ray；dash；stroke 一抹浮云 Yī mǒ fúyún a floating cloud 一抹夕阳 yī mǒ xīyáng a ray of setting sun 一抹月光 yī mǒ yuèguāng a beam of moonlight","put on；apply；smear；plaster nǐ mǒ jiànghu, wǒ lái tiē bùgào；wipe 抹眼泪 Mǒ yǎnlèi wipe one’s eyes；weep 用手把嘴一抹 yòng shǒu bǎ zuǐ yī mǒ wipe one’s mouth with the back of one’s hand；cross (or strike, blot) out；erase measure word beam；ray；dash；stroke 一抹浮云 Yī mǒ fúyún a floating cloud 一抹夕阳 yī mǒ xīyáng a ray of setting sun 一抹月光 yī mǒ yuèguāng a beam of moonlight；put on；apply；smear；plaster nǐ mǒ jiànghu, wǒ lái tiē bùgào；wipe 抹眼泪 Mǒ yǎnlèi wipe one’s eyes；weep 用手把嘴一抹 yòng shǒu bǎ zuǐ yī mǒ wipe one’s mouth with the back of one’s hand；cross (or strike, blot) out；erase measure word beam；ray；dash；stroke 一抹浮云 Yī mǒ fúyún a floating cloud 一抹夕阳 yī mǒ xīyáng a ray of setting sun 一抹月光 yī mǒ yuèguāng a beam of moonlight；put on；apply；smear；plaster nǐ mǒ jiànghu, wǒ lái tiē bùgào；wipe 抹眼泪 Mǒ yǎnlèi wipe one’s eyes；weep 用手把嘴一抹 yòng shǒu bǎ zuǐ yī mǒ wipe one’s mouth with the back of one’s hand；cross (or strike, blot) out；erase measure word beam；ray；dash；stroke 一抹浮云 Yī mǒ fúyún a floating cloud 一抹夕阳 yī mǒ xīyáng a ray of setting sun 一抹月光 yī mǒ yuèguāng a beam of moonlight","名","抹药膏；抹点儿雪花膏；面包上抹点儿果酱；你抹糨糊；抹药膏；抹点儿雪花膏；面包上抹点儿果酱；你抹糨糊；抹药膏；抹点儿雪花膏；面包上抹点儿果酱；你抹糨糊","中性","抹药膏 mǒ yàogāo apply ointment 抹点儿雪花膏 mǒ diǎnr xuěhuāgāo apply some vanishing cream 面包上抹点儿果酱 miànbāo shàng mǒ diǎnr guǒjiàng spread some jam on a piece of bread 你抹糨糊, 我来贴布告。","You apply the paste and I’ll stick the notice.","一词多义，结合上下文判断具体义项。","",""
"September 2025/生词；October 2025/生词；PKU Sem1 文学课/生词","搜","sōu","search；search；search","to search；to search；to search","动","搜；搜；搜","中性","","","动词用法，注意宾语和常见搭配。","","搜；搜；搜"
"September 2025/生词；October 2025/生词；PKU Sem1 文学课/生词","撵","niǎn","expel；oust；(dialect) to chase after；try to catch up with；expel；oust；(dialect) to chase after；try to catch up with；expel；oust；(dialect) to chase after；try to catch up with","to expel；to oust；(dialect) to chase after；to try to catch up with；to expel；to oust；(dialect) to chase after；to try to catch up with；to expel；to oust；(dialect) to chase after；to try to catch up with","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"September 2025/生词；October 2025/生词；PKU Sem1 文学课/生词","溪","xī","creek；rivulet；creek；rivulet；creek；rivulet","creek；rivulet；creek；rivulet；creek；rivulet","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"September 2025/生词；October 2025/生词；PKU Sem1 文学课/生词","滑稽","huájī","comical；funny；amusing (old pr. )；huaji, a form of comedy performance popular in Shanghai, Jiangsu and Zhejiang；comical；funny；amusing (old pr. )；huaji, a form of comedy performance popular in Shanghai, Jiangsu and Zhejiang；comical；funny；amusing (old pr. )；huaji, a form of comedy performance popular in Shanghai, Jiangsu and Zhejiang","comical；funny；amusing (old pr. )；huaji, a form of comedy performance popular in Shanghai, Jiangsu and Zhejiang；comical；funny；amusing (old pr. )；huaji, a form of comedy performance popular in Shanghai, Jiangsu and Zhejiang；comical；funny；amusing (old pr. )；huaji, a form of comedy performance popular in Shanghai, Jiangsu and Zhejiang","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"September 2025/生词；October 2025/生词；PKU Sem1 文学课/生词","牧","mù","herd；breed livestock；govern (old)；government official (old)；herd；breed livestock；govern (old)；government official (old)；herd；breed livestock；govern (old)；government official (old)","to herd；to breed livestock；to govern (old)；government official (old)；to herd；to breed livestock；to govern (old)；government official (old)；to herd；to breed livestock；to govern (old)；government official (old)","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"September 2025/生词；October 2025/生词；PKU Sem1 文学课/生词","犹如","yóurú","similar to；like；similar to；like；similar to；like","similar to；like；similar to；like；similar to；like","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"September 2025/生词；October 2025/生词；PKU Sem1 文学课/生词","追究","zhuījiū","investigate；look into；investigate；look into；investigate；look into","to investigate；to look into；to investigate；to look into；to investigate；to look into","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"September 2025/生词；PKU Sem1 文学课/生词","俺","ǎn","I (northern dialects)；I (northern dialects)","I (northern dialects)；I (northern dialects)","名","","中性","","","","",""
"September 2025/生词；PKU Sem1 文学课/生词","倒贴","dàotiē","pay instead of getting paid；(of a woman) pay for the upkeep of her paramour；keep a gigolo；pay instead of getting paid；(of a woman) pay for the upkeep of her paramour；keep a gigolo","pay instead of getting paid；(of a woman) pay for the upkeep of her paramour；keep a gigolo；pay instead of getting paid；(of a woman) pay for the upkeep of her paramour；keep a gigolo","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"September 2025/生词；PKU Sem1 文学课/生词","克制","kèzhì","restrain；control；restraint；self-control；restrain；control；restraint；self-control","to restrain；to control；restraint；self-control；to restrain；to control；restraint；self-control","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"September 2025/生词；PKU Sem1 文学课/生词","冈","gāng","ridge；mound；ridge；mound","ridge；mound；ridge；mound","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"September 2025/生词；PKU Sem1 文学课/生词","出丑","chūchǒu","make a fool of oneself；make a fool of oneself","to make a fool of oneself；to make a fool of oneself","动","","中性","","","动词用法，注意宾语和常见搭配。","",""
"September 2025/生词；PKU Sem1 文学课/生词","哽咽","gěngyè","literary choke with sobs；to choke with emotion；to choke with sobs；literary choke with sobs；to choke with emotion；to choke with sobs","literary choke with sobs；to choke with emotion；to choke with sobs；literary choke with sobs；to choke with emotion；to choke with sobs","名","","中性","她怎么也忍不住, 哽咽了一声泪水便夺眶而出。","Tā zěnme yě rěnbuzhù, gěngyèle yī shēng lèishuǐ biàn duókuàng'érchū.","一词多义，结合上下文判断具体义项。","",""
"September 2025/生词；PKU Sem1 文学课/生词","垢","gòu","dirt；disgrace；dirt；disgrace","dirt；disgrace；dirt；disgrace","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"September 2025/生词；PKU Sem1 文学课/生词","奉送","fèngsòng","courteous offer as a gift；give away free；courteous offer as a gift；give away free","courteous offer as a gift；give away free；courteous offer as a gift；give away free","名","","中性","","","一词多义，结合上下文判断具体义项。","",""
"September 2025/生词；PKU Sem1 文学课/生词","奢望","shēwàng","大手大脚；奢侈；to have excessive expectations；大手大脚；奢侈；to have excessive expectations","extravagant hopes；an extravagant hope；to have excessive expectations；extravagant hopes；an extravagant hope；to have excessive expectations","名","我对此不抱奢望；我对此不抱奢望","贬义","我对此不抱奢望。","Wǒ duì cǐ bù bào shēwàng.","一词多义，结合上下文判断具体义项。","",""
